id,status_group
69176,functional needs repair
64849,functional needs repair
19983,functional needs repair
64985,functional needs repair
29425,non functional
12881,functional
38052,functional
29895,non functional
6333,functional needs repair
7135,functional needs repair
13044,non functional
24832,functional needs repair
12883,non functional
66043,non functional
66724,functional needs repair
2043,functional needs repair
64545,functional needs repair
45525,functional needs repair
16304,non functional
18548,functional
33577,functional
21813,functional needs repair
23524,functional needs repair
9174,functional needs repair
31827,functional needs repair
647,functional needs repair
70475,functional needs repair
14957,functional needs repair
65749,functional needs repair
47711,non functional
23988,functional
9321,functional needs repair
67072,functional needs repair
40945,functional
63507,functional
28438,non functional
37265,functional needs repair
65696,functional needs repair
3861,functional needs repair
68208,functional needs repair
46929,functional needs repair
64228,functional needs repair
37816,non functional
31809,functional needs repair
18040,functional
8950,functional
56229,functional
11859,functional needs repair
31759,functional needs repair
37125,functional needs repair
21961,functional
56601,functional needs repair
61269,functional needs repair
33277,functional
51021,functional needs repair
54626,functional needs repair
19903,non functional
36017,functional
26830,functional needs repair
57331,functional needs repair
34553,functional needs repair
59843,functional needs repair
57575,functional needs repair
11335,non functional
13145,non functional
42121,non functional
16940,functional
37477,functional needs repair
22727,functional needs repair
63598,functional needs repair
44353,non functional
53658,functional needs repair
19737,functional
19990,functional needs repair
5237,functional needs repair
62222,non functional
12902,functional needs repair
44967,functional needs repair
7937,functional
32948,functional needs repair
55259,functional needs repair
43985,functional needs repair
46924,functional
15678,functional needs repair
69815,functional
25269,functional
25972,non functional
48697,functional
10525,functional needs repair
59333,non functional
55988,functional needs repair
3949,non functional
61964,functional needs repair
155,functional needs repair
35257,functional needs repair
43066,functional needs repair
48024,functional needs repair
51224,functional needs repair
44891,functional
55407,functional needs repair
71866,functional
9734,functional needs repair
32113,functional needs repair
69770,functional
18286,functional
63378,non functional
38560,functional needs repair
35790,functional needs repair
14852,functional
14114,functional needs repair
61376,functional needs repair
34424,non functional
13461,non functional
47223,functional needs repair
71048,functional needs repair
1781,functional needs repair
73317,non functional
58146,functional
73438,functional needs repair
1822,non functional
53257,functional needs repair
56453,functional needs repair
685,functional needs repair
44528,functional needs repair
29939,functional needs repair
21714,functional needs repair
37257,functional needs repair
49549,functional needs repair
8173,non functional
36382,functional needs repair
28869,functional
71500,functional
41699,functional
63260,functional
64859,functional needs repair
5443,functional needs repair
4737,functional needs repair
47808,functional
992,functional
55002,non functional
32467,functional needs repair
42660,functional
68458,functional needs repair
21711,functional needs repair
27953,non functional
20344,functional needs repair
36260,functional needs repair
12702,non functional
21463,functional needs repair
66013,functional
28849,non functional
67257,functional needs repair
63384,functional needs repair
71802,functional
60610,functional needs repair
31707,functional needs repair
39316,functional
43625,functional needs repair
26101,functional needs repair
7883,functional
64769,functional needs repair
39463,functional
74181,functional needs repair
73897,functional
74153,functional needs repair
33704,functional needs repair
17126,functional needs repair
47447,functional needs repair
51247,functional needs repair
67533,non functional
6533,functional needs repair
14468,functional needs repair
71872,non functional
22342,functional
4559,functional
26044,functional needs repair
12750,non functional
27398,functional
28874,functional needs repair
71495,functional
37808,functional
29509,non functional
15775,non functional
16117,non functional
61746,non functional
3784,functional needs repair
61903,functional
8142,functional
26610,functional needs repair
11203,non functional
67195,functional needs repair
39860,functional
47437,functional
12399,non functional
40888,functional
63657,non functional
70866,functional
63182,functional needs repair
34916,functional
37248,functional needs repair
48590,functional
68360,functional needs repair
53358,functional needs repair
69464,functional needs repair
24090,functional needs repair
17158,functional needs repair
48134,non functional
31991,non functional
30548,functional needs repair
59607,non functional
68062,functional needs repair
72158,functional needs repair
33210,functional
51434,functional needs repair
25649,functional
48561,functional needs repair
43678,non functional
1887,functional needs repair
37609,functional
12670,functional needs repair
20612,functional
51496,functional needs repair
51516,functional needs repair
64631,functional needs repair
61247,functional
2753,functional needs repair
10603,functional needs repair
30964,functional needs repair
64158,functional needs repair
27013,non functional
34866,non functional
57067,functional needs repair
48499,functional needs repair
27399,non functional
47334,functional
46672,functional
17559,non functional
629,functional needs repair
36620,functional needs repair
59794,non functional
6048,functional needs repair
34798,functional needs repair
46450,non functional
39612,functional needs repair
24083,functional needs repair
56047,functional needs repair
5456,functional needs repair
67961,functional needs repair
48719,functional needs repair
68999,functional needs repair
71751,functional needs repair
7084,functional needs repair
12644,functional needs repair
42842,functional needs repair
57583,functional needs repair
18171,functional needs repair
5316,functional needs repair
18945,non functional
19707,functional
70734,functional needs repair
11280,functional needs repair
69969,functional needs repair
10345,non functional
69992,functional needs repair
13378,functional needs repair
60813,functional
24517,non functional
67270,functional
35400,non functional
13712,functional needs repair
53254,functional needs repair
68340,functional
68714,functional needs repair
18944,functional
52114,functional needs repair
17597,functional
60847,functional needs repair
34757,functional
39539,non functional
16799,functional needs repair
68112,non functional
52118,functional
20660,functional needs repair
65885,functional needs repair
21520,functional needs repair
31114,functional needs repair
22708,functional needs repair
52296,non functional
71498,functional needs repair
57034,functional needs repair
71733,functional needs repair
31417,functional needs repair
29958,functional needs repair
60931,functional
50205,functional needs repair
71233,non functional
22586,functional needs repair
53543,non functional
40813,functional needs repair
35850,non functional
27728,non functional
67323,functional needs repair
55713,functional needs repair
893,functional needs repair
28002,functional needs repair
31475,functional needs repair
36465,functional needs repair
63198,functional needs repair
32935,functional needs repair
27989,functional
45955,non functional
31925,non functional
4217,functional
55178,functional needs repair
16277,functional needs repair
42198,functional needs repair
67792,non functional
5026,functional
15902,non functional
62846,functional needs repair
63063,functional
52959,functional
51817,non functional
43049,functional needs repair
1721,functional needs repair
23655,functional needs repair
50177,functional needs repair
68410,functional
47820,functional
23638,functional needs repair
52868,non functional
43194,functional needs repair
54800,functional needs repair
53596,non functional
44296,functional needs repair
62012,functional needs repair
10798,functional needs repair
65548,functional
31089,functional
73977,functional
28997,functional needs repair
37767,functional needs repair
73118,functional needs repair
21130,functional needs repair
24449,functional needs repair
33856,functional needs repair
44712,functional
61179,functional needs repair
63580,functional
56465,functional needs repair
43171,functional needs repair
807,functional needs repair
20734,functional
28158,functional
56363,functional needs repair
25537,functional needs repair
66977,non functional
9326,functional needs repair
72109,functional needs repair
35835,functional needs repair
8315,functional needs repair
36836,functional needs repair
28577,functional
29624,functional needs repair
47343,functional
53401,functional needs repair
37014,functional
66226,functional needs repair
49776,functional
56931,non functional
32462,functional
7515,functional needs repair
73360,non functional
36248,functional
3703,non functional
8812,functional needs repair
52186,functional needs repair
10027,non functional
33735,functional needs repair
6647,functional needs repair
36752,functional needs repair
70605,functional needs repair
69208,functional needs repair
36961,functional needs repair
2723,functional needs repair
28460,functional needs repair
66744,functional needs repair
69098,functional
26020,functional needs repair
18906,functional
12740,functional needs repair
52397,functional needs repair
2150,non functional
16504,functional needs repair
1499,functional needs repair
56965,functional needs repair
4261,functional
57140,functional needs repair
26347,functional needs repair
69863,functional
59024,functional
29550,functional needs repair
61105,functional needs repair
48539,functional needs repair
54504,functional needs repair
63512,functional
34868,functional
8320,functional
10202,non functional
25264,non functional
13089,functional
60120,non functional
64567,functional needs repair
1554,functional needs repair
71781,functional needs repair
1670,functional needs repair
56256,functional needs repair
34671,functional needs repair
51177,functional needs repair
44188,functional
6749,functional needs repair
20227,functional needs repair
26170,functional
24172,functional
32509,functional needs repair
72369,functional needs repair
67946,functional needs repair
38173,functional
50822,functional needs repair
30825,functional needs repair
34789,functional needs repair
54878,functional needs repair
25800,functional
9048,non functional
7562,functional needs repair
10022,functional needs repair
63044,functional needs repair
59539,functional
35448,functional needs repair
6452,functional needs repair
4384,functional needs repair
50032,functional
21930,functional needs repair
41920,functional
14831,functional needs repair
6098,functional
34115,functional needs repair
72003,functional needs repair
36604,functional needs repair
12107,functional needs repair
24493,functional needs repair
16531,non functional
15285,functional needs repair
20368,functional needs repair
7701,functional needs repair
30373,functional needs repair
2477,functional
43670,functional needs repair
8625,functional
67852,functional needs repair
39451,functional needs repair
5075,functional needs repair
46767,functional needs repair
49351,functional
56383,functional
22440,non functional
69629,functional needs repair
32730,functional
4263,functional
49706,functional needs repair
55186,non functional
34098,functional needs repair
5696,functional
39202,functional needs repair
58401,functional needs repair
8876,functional needs repair
59709,functional needs repair
69319,non functional
55657,non functional
39297,functional
19108,functional needs repair
17955,functional
23447,non functional
23933,functional
64327,functional needs repair
48534,functional needs repair
27275,functional needs repair
44938,functional
54383,functional needs repair
23395,functional needs repair
40059,functional needs repair
37574,functional needs repair
35014,functional
70292,functional needs repair
14696,functional needs repair
68206,functional needs repair
53852,functional needs repair
49737,functional
57612,functional needs repair
14716,non functional
25789,functional needs repair
22947,non functional
42080,functional
37336,functional needs repair
309,functional needs repair
29925,functional needs repair
53896,functional
36690,functional needs repair
66815,functional needs repair
14684,functional needs repair
67935,functional
48724,functional needs repair
60341,functional needs repair
33720,functional
6820,functional needs repair
15885,functional
40080,functional needs repair
34738,functional needs repair
51308,functional needs repair
21718,functional needs repair
4969,functional needs repair
28561,non functional
32841,functional needs repair
50452,functional
27481,functional
7734,non functional
4073,functional
4979,functional
21178,functional needs repair
29342,functional needs repair
56098,functional needs repair
64335,non functional
20553,non functional
39829,functional needs repair
68068,functional needs repair
65422,functional needs repair
27612,functional
46831,functional
69275,functional needs repair
35309,functional needs repair
54588,functional needs repair
44245,functional needs repair
1814,functional
32001,non functional
5051,functional needs repair
36777,functional needs repair
23967,functional
60695,functional needs repair
35148,functional
12738,functional needs repair
71944,functional needs repair
34997,functional needs repair
52598,functional
36749,functional
45600,functional needs repair
66990,functional needs repair
18921,non functional
37356,functional needs repair
58,non functional
2782,functional needs repair
3121,functional needs repair
68176,non functional
63904,functional needs repair
31712,functional
64884,functional needs repair
72931,functional needs repair
13671,functional needs repair
40406,functional needs repair
55418,functional needs repair
17463,non functional
5389,functional needs repair
65507,functional needs repair
43276,functional needs repair
41495,non functional
69853,functional needs repair
5371,functional needs repair
26511,functional needs repair
69359,functional needs repair
26150,functional needs repair
39377,functional
57930,functional needs repair
16562,functional needs repair
61531,functional
22439,functional needs repair
2999,functional needs repair
16841,non functional
60305,functional needs repair
60381,functional needs repair
10455,functional needs repair
27098,functional needs repair
2371,functional
41127,functional needs repair
28373,non functional
45393,functional needs repair
67071,functional needs repair
49869,functional
22351,functional needs repair
34038,functional needs repair
44723,functional
60154,functional needs repair
1942,functional
10257,functional needs repair
12205,functional
55314,functional needs repair
23061,functional
55893,functional
48904,functional needs repair
4546,functional needs repair
39558,non functional
49653,functional needs repair
39155,non functional
13072,non functional
12106,functional
4207,non functional
24327,functional needs repair
49540,functional needs repair
41080,functional needs repair
6189,functional
32663,functional needs repair
64314,functional needs repair
39791,non functional
57167,functional
11825,functional needs repair
42656,non functional
54607,functional needs repair
45579,functional needs repair
46932,functional needs repair
22209,functional needs repair
32015,non functional
40793,functional needs repair
39981,functional
49713,functional
55534,functional needs repair
7783,functional needs repair
55098,functional needs repair
43479,functional needs repair
53743,non functional
23114,functional needs repair
56530,non functional
16656,functional needs repair
54755,functional needs repair
45264,non functional
28254,functional needs repair
14881,non functional
72509,functional needs repair
30918,non functional
22375,functional needs repair
38421,functional needs repair
58294,functional needs repair
22382,functional
22123,non functional
65169,functional needs repair
54001,functional
15617,functional needs repair
66813,functional needs repair
49733,functional
8032,functional needs repair
43522,functional needs repair
20920,non functional
30176,non functional
40600,functional needs repair
52695,functional needs repair
24915,functional needs repair
62297,functional needs repair
37005,non functional
22349,functional needs repair
47685,functional needs repair
61162,non functional
9722,functional
42191,functional
1591,functional needs repair
1749,non functional
5328,functional needs repair
21706,non functional
72641,functional
36576,functional needs repair
29593,functional needs repair
29747,non functional
24722,non functional
2589,functional needs repair
12772,functional needs repair
45968,functional needs repair
7694,functional needs repair
70721,functional
54752,functional
15631,functional needs repair
15196,functional needs repair
27491,functional needs repair
58886,functional needs repair
11452,functional
68595,functional needs repair
17010,functional
32389,functional needs repair
70251,functional needs repair
61037,functional needs repair
28646,non functional
64279,functional
23914,functional
17854,functional needs repair
15790,functional
41259,functional needs repair
57303,functional
65477,functional needs repair
36115,functional needs repair
5024,functional needs repair
26401,functional needs repair
50503,non functional
37724,functional needs repair
62604,functional needs repair
60534,functional needs repair
59230,functional needs repair
70007,functional
44320,functional
44300,functional needs repair
41079,functional needs repair
36488,functional needs repair
46936,non functional
51117,functional needs repair
21611,non functional
55628,non functional
70627,non functional
56387,functional
64164,non functional
211,functional needs repair
37448,functional needs repair
43859,functional
55991,functional needs repair
67415,functional
4815,functional
68895,functional
7529,functional
42134,functional needs repair
25759,functional needs repair
46155,functional needs repair
46770,functional
40396,functional needs repair
10161,functional
68598,functional needs repair
65668,non functional
20689,functional
56474,functional needs repair
35602,functional needs repair
21596,non functional
10972,functional
34504,functional
26729,functional needs repair
33566,functional needs repair
60252,functional needs repair
44621,non functional
7735,functional needs repair
71771,non functional
54855,functional needs repair
53293,non functional
20396,functional needs repair
46415,functional needs repair
26014,functional needs repair
13069,functional needs repair
12438,non functional
29991,functional needs repair
55410,functional needs repair
57016,functional
30747,functional
17037,functional needs repair
66182,functional needs repair
59989,functional
57515,functional needs repair
30252,functional needs repair
68035,functional needs repair
5458,functional needs repair
26151,non functional
59485,non functional
43995,functional needs repair
18700,non functional
60209,functional needs repair
33950,non functional
5031,functional needs repair
69205,functional needs repair
71438,functional needs repair
29381,functional needs repair
53476,functional
59701,functional
25204,non functional
59623,functional needs repair
4256,functional needs repair
71737,functional needs repair
56498,functional needs repair
15268,functional needs repair
4932,functional needs repair
68591,functional
30743,functional needs repair
32203,functional needs repair
66855,non functional
56575,non functional
66689,functional needs repair
26201,functional needs repair
62446,functional needs repair
68896,functional needs repair
4285,functional needs repair
58304,functional needs repair
1090,functional needs repair
56425,functional needs repair
5448,non functional
58864,functional needs repair
3294,non functional
59793,functional
22124,functional
29314,functional
48488,functional
45616,non functional
61676,functional needs repair
70593,functional
44518,functional needs repair
71455,functional needs repair
15000,functional needs repair
61442,functional
15983,functional needs repair
37233,functional needs repair
22220,non functional
31231,functional needs repair
1795,functional needs repair
34190,functional needs repair
7104,functional needs repair
71818,functional needs repair
13527,functional
20332,non functional
16943,functional needs repair
43641,functional
42880,functional
47758,functional
62580,functional needs repair
45459,functional needs repair
46129,non functional
27706,functional needs repair
70080,non functional
28446,functional needs repair
6610,functional
3554,functional needs repair
4691,functional needs repair
19103,functional needs repair
27372,functional
3735,functional needs repair
57310,functional
23690,functional needs repair
16483,functional needs repair
30119,functional needs repair
57721,functional needs repair
50631,functional
71776,functional
40418,functional needs repair
8683,functional needs repair
24816,functional needs repair
31418,functional
61889,functional needs repair
54922,functional needs repair
66417,functional
41927,non functional
61208,functional needs repair
33786,functional needs repair
66677,functional needs repair
48550,functional
23063,non functional
27690,functional needs repair
48021,functional needs repair
44126,non functional
13873,functional
49418,functional needs repair
30356,non functional
48082,functional needs repair
72114,functional
7421,functional needs repair
22275,non functional
24609,functional needs repair
27332,functional
20951,functional
33633,functional needs repair
26713,functional
40360,functional needs repair
11383,non functional
43349,functional needs repair
28954,functional needs repair
36421,functional needs repair
2116,functional
54232,functional needs repair
37376,functional needs repair
24479,functional needs repair
28364,non functional
26169,functional needs repair
6752,functional needs repair
50594,functional needs repair
50856,functional needs repair
22568,functional needs repair
17831,functional needs repair
20238,functional needs repair
59665,functional needs repair
36675,functional
59115,functional needs repair
46658,functional
47812,functional needs repair
60337,functional needs repair
5925,non functional
31724,functional needs repair
18356,functional
1949,functional needs repair
2167,functional
53020,non functional
24037,functional needs repair
35004,functional needs repair
8176,functional needs repair
62817,functional
44223,functional
48211,functional needs repair
72329,functional
65035,functional needs repair
9044,functional
3890,functional needs repair
51633,non functional
54844,functional needs repair
33149,functional needs repair
40421,functional needs repair
27362,functional needs repair
66893,functional needs repair
31148,functional needs repair
3362,non functional
51273,functional needs repair
2769,functional
31711,non functional
31865,functional
30803,functional needs repair
8755,functional needs repair
48751,functional needs repair
45069,functional
35483,functional needs repair
10863,functional needs repair
46944,functional
17175,functional needs repair
63331,functional needs repair
33245,functional
47058,functional
31091,non functional
21102,functional needs repair
15897,functional needs repair
60918,functional
15964,non functional
63592,functional needs repair
48162,functional needs repair
55336,functional needs repair
23352,functional
6273,functional
21356,functional needs repair
5093,functional needs repair
13518,functional
63302,non functional
67702,functional needs repair
42060,functional needs repair
34084,functional needs repair
39302,non functional
43093,functional needs repair
6677,functional needs repair
60475,functional
58084,functional
27102,functional needs repair
49393,non functional
32029,functional
2534,functional needs repair
29386,functional needs repair
72884,functional
49553,functional needs repair
37640,functional
52508,functional
34229,functional needs repair
26645,functional needs repair
72591,functional
19022,functional
6843,functional needs repair
58105,non functional
27222,non functional
12353,functional needs repair
13469,non functional
65600,functional needs repair
66340,functional needs repair
20533,functional
2638,functional
41245,functional needs repair
43236,non functional
61688,functional needs repair
19508,non functional
8407,functional
71177,functional needs repair
4740,functional needs repair
47394,functional needs repair
20283,non functional
13542,non functional
32220,functional needs repair
50079,functional
7409,non functional
67526,functional
65825,functional needs repair
65748,non functional
12304,functional needs repair
16886,functional needs repair
62540,functional
38544,functional needs repair
36281,functional needs repair
54460,functional needs repair
33503,functional needs repair
7085,non functional
31584,functional needs repair
57994,functional needs repair
24268,functional
32295,functional needs repair
56790,functional
37155,non functional
9050,functional needs repair
10367,functional needs repair
41842,functional needs repair
43939,functional needs repair
52426,non functional
47664,functional needs repair
20760,functional needs repair
10490,functional needs repair
22461,functional needs repair
16069,functional
47408,functional needs repair
48598,functional
34799,non functional
43548,functional needs repair
63173,functional
9774,non functional
5586,functional needs repair
51441,non functional
29407,non functional
14925,functional
7545,non functional
59994,functional needs repair
41183,functional needs repair
21300,functional needs repair
11250,functional
20863,functional needs repair
59895,functional
48954,functional
73416,functional needs repair
15152,non functional
23013,functional needs repair
70529,functional
17961,functional needs repair
2498,functional needs repair
72551,non functional
61577,functional needs repair
911,functional needs repair
41945,functional needs repair
23227,functional needs repair
35464,non functional
40170,functional needs repair
25137,functional needs repair
17958,functional needs repair
42310,functional
24925,functional needs repair
16288,functional
22892,functional needs repair
53395,functional
71225,non functional
66085,non functional
7992,functional needs repair
26488,functional needs repair
29089,functional
57488,functional
42568,non functional
62342,functional needs repair
6042,non functional
55931,functional needs repair
50120,functional needs repair
14780,functional
65623,functional needs repair
17926,functional
21498,functional needs repair
18899,functional needs repair
25993,functional needs repair
72535,functional needs repair
51289,functional needs repair
27104,functional needs repair
30354,functional needs repair
54408,functional needs repair
25350,functional needs repair
36398,functional
67096,non functional
47684,functional
73219,functional
49739,functional
110,functional needs repair
40616,non functional
3350,functional needs repair
68614,functional
2016,functional needs repair
44757,non functional
48832,functional needs repair
5270,functional needs repair
2801,functional needs repair
41269,functional needs repair
19326,functional needs repair
34202,functional needs repair
42911,non functional
22262,functional needs repair
15408,functional needs repair
50064,functional needs repair
60181,functional needs repair
69782,non functional
57210,functional needs repair
62568,functional
73904,functional needs repair
38504,functional needs repair
16951,functional needs repair
11940,non functional
45124,functional needs repair
41573,non functional
68579,functional needs repair
3805,non functional
62667,non functional
36172,functional needs repair
53569,non functional
28618,non functional
19459,functional needs repair
3664,functional needs repair
19947,functional needs repair
31071,functional needs repair
55861,non functional
38218,functional needs repair
39255,functional needs repair
51942,functional needs repair
50790,functional needs repair
17930,non functional
698,functional needs repair
21774,functional needs repair
11529,non functional
38015,functional needs repair
53402,functional needs repair
55762,non functional
4298,functional needs repair
31356,functional
20177,functional
51598,functional needs repair
64420,non functional
26881,non functional
63444,functional
38567,non functional
11257,non functional
68124,functional needs repair
14944,functional
50281,functional needs repair
48627,functional
470,functional needs repair
15407,non functional
45543,functional needs repair
56078,functional needs repair
31388,functional needs repair
7246,functional needs repair
33908,non functional
13710,non functional
16404,functional needs repair
24105,functional needs repair
19610,functional needs repair
4411,functional needs repair
6982,non functional
20296,non functional
24643,functional needs repair
38334,functional needs repair
48315,functional needs repair
50851,functional needs repair
41147,functional needs repair
1514,functional
29844,non functional
25169,non functional
72723,functional
10136,non functional
59605,non functional
56356,functional needs repair
53971,functional needs repair
68077,functional needs repair
27737,functional needs repair
37311,functional
44229,functional
69141,functional needs repair
41340,non functional
12100,non functional
61502,functional needs repair
21189,functional needs repair
14063,functional
55070,functional needs repair
49559,functional
33842,functional needs repair
4130,functional needs repair
7818,functional needs repair
72361,functional needs repair
64742,functional needs repair
61231,functional needs repair
53261,functional needs repair
58156,functional needs repair
42102,functional needs repair
31210,functional needs repair
69881,non functional
71904,functional
1215,functional needs repair
58848,functional needs repair
6857,functional
65644,functional needs repair
14807,functional needs repair
73199,functional needs repair
60173,functional needs repair
53803,functional needs repair
38979,functional needs repair
23825,functional
40376,functional needs repair
6132,functional needs repair
8903,functional
5779,functional needs repair
60441,functional needs repair
46075,non functional
30392,functional needs repair
41801,functional needs repair
47412,functional needs repair
29654,functional needs repair
32394,functional needs repair
56666,functional
69076,non functional
35188,functional
34273,functional needs repair
13381,functional needs repair
36639,non functional
37876,functional needs repair
34566,functional needs repair
62432,functional needs repair
60288,functional needs repair
16011,functional needs repair
35758,functional
46456,functional
19936,functional needs repair
54818,non functional
61822,non functional
37824,non functional
71017,functional
30698,functional needs repair
66683,functional needs repair
43384,non functional
22428,functional
62652,functional needs repair
10643,functional
51461,functional needs repair
25245,functional
39179,functional needs repair
12703,functional needs repair
69265,functional needs repair
30517,functional needs repair
27715,functional
1504,functional needs repair
41032,functional
39742,non functional
57079,functional needs repair
41477,functional needs repair
37456,non functional
48056,functional needs repair
63113,functional needs repair
72360,functional
7551,functional
19322,functional
499,functional
33431,non functional
6906,functional needs repair
68701,functional
4871,functional needs repair
39458,functional needs repair
57011,functional
64178,functional needs repair
15246,non functional
50480,functional needs repair
68413,functional needs repair
8121,functional needs repair
31057,functional needs repair
42490,functional
30664,functional
14394,functional needs repair
4509,non functional
26561,functional needs repair
9565,functional needs repair
66460,functional needs repair
29764,non functional
6138,functional
54470,functional needs repair
10548,functional needs repair
1256,functional needs repair
5867,functional needs repair
13930,functional needs repair
46273,functional
69947,non functional
31805,functional
522,non functional
36310,functional needs repair
47096,functional needs repair
11048,functional needs repair
9469,functional needs repair
35945,functional needs repair
61346,functional
31897,functional needs repair
52291,functional needs repair
72256,functional
1291,functional needs repair
55682,non functional
20974,functional needs repair
10315,functional needs repair
20699,functional needs repair
12157,functional
25750,functional needs repair
56563,functional
59935,functional needs repair
11608,functional
37509,functional needs repair
70547,functional needs repair
66064,non functional
64905,functional needs repair
16523,functional needs repair
30701,functional
64533,functional needs repair
57607,functional
21781,functional needs repair
41554,functional needs repair
56419,functional needs repair
16991,functional
68549,functional needs repair
58628,functional needs repair
69701,functional needs repair
31191,functional needs repair
69347,non functional
59209,functional needs repair
67918,functional needs repair
8061,functional
9841,non functional
63310,functional
65350,functional needs repair
7606,functional needs repair
44982,functional needs repair
18683,functional needs repair
22239,functional needs repair
13696,functional needs repair
63396,functional needs repair
62899,non functional
5394,functional needs repair
10986,functional needs repair
59594,functional needs repair
39182,functional needs repair
59577,functional needs repair
67854,functional
30071,non functional
71403,functional needs repair
17965,functional needs repair
65452,functional needs repair
64723,functional needs repair
31752,functional needs repair
8795,functional
66556,non functional
22598,functional needs repair
18378,functional needs repair
11939,functional needs repair
34346,functional needs repair
66548,functional needs repair
61197,functional needs repair
8672,functional needs repair
29283,functional
47333,non functional
3225,functional needs repair
51152,functional
61277,functional needs repair
45438,functional needs repair
2166,functional needs repair
35456,functional needs repair
56027,functional needs repair
19698,functional needs repair
51033,functional needs repair
58323,functional needs repair
34236,functional needs repair
37071,functional
58591,non functional
47868,functional
8112,functional needs repair
44275,non functional
39331,functional needs repair
50046,non functional
44980,functional
38007,functional needs repair
23789,functional needs repair
68862,functional needs repair
22079,non functional
54985,functional needs repair
49959,functional needs repair
18380,non functional
60583,functional
33497,non functional
43490,functional needs repair
8807,functional needs repair
5747,functional needs repair
52709,functional needs repair
43612,functional needs repair
17914,functional needs repair
13399,functional needs repair
67798,functional needs repair
22412,functional needs repair
14586,functional needs repair
35573,functional needs repair
57894,functional needs repair
46208,functional needs repair
39006,functional needs repair
38238,functional
34634,functional
57416,functional needs repair
55916,functional needs repair
12828,functional needs repair
57643,functional needs repair
44684,non functional
33002,functional needs repair
52177,functional
14719,functional needs repair
21400,functional needs repair
4201,functional needs repair
19517,functional
20607,functional needs repair
3932,functional needs repair
3481,functional needs repair
21181,functional
14888,functional needs repair
37744,functional needs repair
59540,functional needs repair
35488,functional
43842,functional needs repair
13433,functional needs repair
63071,non functional
72521,functional needs repair
40848,functional
49705,functional needs repair
51192,functional
5217,functional needs repair
49051,functional
57482,functional
47095,functional needs repair
59635,functional needs repair
15497,functional needs repair
24011,functional
5577,functional needs repair
39850,functional
64109,functional needs repair
64474,non functional
12837,non functional
46738,functional needs repair
30574,non functional
34210,functional needs repair
35436,functional
26739,functional needs repair
7241,functional needs repair
3353,non functional
60625,functional needs repair
21867,functional needs repair
28436,functional needs repair
36486,functional needs repair
13432,functional needs repair
46602,functional needs repair
34097,functional needs repair
16828,non functional
36742,functional needs repair
71633,functional needs repair
71052,functional needs repair
27476,functional
14966,functional needs repair
8531,functional needs repair
16018,functional needs repair
70095,functional
31557,functional needs repair
43472,functional needs repair
50305,functional needs repair
25706,functional needs repair
22292,functional needs repair
71416,functional
3190,functional needs repair
52905,non functional
27084,functional needs repair
18937,functional needs repair
52417,functional needs repair
10267,functional needs repair
68003,non functional
1329,functional needs repair
4936,functional needs repair
20002,functional needs repair
43332,functional needs repair
62311,non functional
16242,functional needs repair
5406,functional needs repair
33750,functional needs repair
55547,functional needs repair
21572,functional
31085,functional needs repair
376,functional
72694,functional needs repair
52794,non functional
59717,functional
7462,functional needs repair
9964,functional needs repair
8653,functional needs repair
69055,functional needs repair
5487,functional needs repair
51823,functional
15109,functional needs repair
27511,functional
63525,functional
72240,functional needs repair
53055,functional needs repair
73431,functional needs repair
15334,functional needs repair
33029,functional
52596,functional
43053,functional needs repair
56063,functional needs repair
49781,functional needs repair
44482,non functional
3205,functional needs repair
37319,functional needs repair
62095,functional
16735,functional
13161,functional needs repair
30869,functional
39626,non functional
56344,functional needs repair
13700,functional needs repair
9444,functional
23462,functional needs repair
25609,functional needs repair
34135,functional needs repair
56778,functional needs repair
22653,functional needs repair
41366,functional needs repair
54546,functional needs repair
43502,functional
43365,functional needs repair
69239,functional needs repair
50209,functional needs repair
35435,functional needs repair
60894,functional needs repair
64464,functional needs repair
59877,functional needs repair
69755,functional needs repair
36517,non functional
38659,functional
4189,functional
72364,functional needs repair
64657,functional needs repair
46469,non functional
27963,functional needs repair
6947,functional needs repair
34542,non functional
53997,functional needs repair
62556,functional needs repair
5843,functional
21870,functional needs repair
43832,functional
40795,non functional
21440,functional needs repair
11039,functional needs repair
43528,functional needs repair
239,functional needs repair
26380,non functional
38647,functional needs repair
48412,functional needs repair
68511,non functional
12238,functional needs repair
2093,functional needs repair
27339,functional needs repair
58736,functional needs repair
14276,functional needs repair
26025,functional needs repair
38020,functional needs repair
32110,functional needs repair
23427,non functional
45970,functional needs repair
25224,functional needs repair
53274,functional needs repair
47911,functional
36300,non functional
15658,non functional
23520,functional needs repair
65249,functional
56702,functional
43405,functional needs repair
13672,functional needs repair
33163,functional
63981,functional needs repair
36722,functional needs repair
67643,functional
10936,functional needs repair
4825,functional needs repair
33878,functional needs repair
7487,functional
17229,non functional
6380,functional needs repair
67059,functional needs repair
908,functional needs repair
29056,functional needs repair
28164,functional
70997,functional needs repair
50773,functional needs repair
71766,non functional
26527,functional needs repair
53553,functional needs repair
71812,non functional
8986,functional needs repair
59512,functional needs repair
63839,functional needs repair
5222,functional needs repair
34905,functional needs repair
57699,functional needs repair
39865,non functional
32734,functional needs repair
54012,functional needs repair
23234,functional needs repair
49788,functional needs repair
59224,functional
18106,functional needs repair
42100,non functional
29180,functional needs repair
54352,functional
38494,functional needs repair
54136,non functional
4940,functional needs repair
